연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
3159,2,214,강변,2022-12,928652
3160,2,215,잠실나루,2022-12,401229
3161,2,216,잠실(2),2022-12,2507715
3162,2,217,잠실새내,2022-12,688297
3163,2,218,종합운동장(2),2022-12,318951
3164,2,219,삼성,2022-12,1688304
3165,2,220,선릉,2022-12,1390067
3166,2,221,역삼,2022-12,1585704
3167,2,222,강남,2022-12,2280881
3168,2,223,교대(2),2022-12,1089612
3169,2,224,서초,2022-12,619643
3170,2,225,방배,2022-12,520920
3171,2,226,사당(2),2022-12,1352546
3172,2,227,낙성대,2022-12,789938
3173,2,228,서울대입구,2022-12,1360819
3174,2,229,봉천,2022-12,657770
3175,2,230,신림,2022-12,1668164
3176,2,231,신대방,2022-12,724555
3177,2,232,구로디지털단지,2022-12,1675741
3178,2,233,대림(2),2022-12,724755
3179,2,234,신도림,2022-12,1496880
3180,2,235,문래,2022-12,643398
3181,2,236,영등포구청(2),2022-12,648738
3182,2,237,당산,2022-12,619004
3183,2,238,합정(2),2022-12,1075237
3184,2,239,홍대입구,2022-12,2242735
3185,2,240,신촌,2022-12,1153241
3186,2,241,이대,2022-12,491654
3187,2,242,아현,2022-12,298399
3188,2,243,충정로(2),2022-12,307166
3189,2,244,용답,2022-12,91880
3190,2,245,신답,2022-12,55132
3191,2,246,신설동(2),2022-12,114828
3192,2,247,도림천,2022-12,41775
3193,2,248,양천구청,2022-12,212818
3194,2,249,신정네거리,2022-12,317760
3195,2,250,용두,2022-12,72516
3196,3,309,지축,2022-12,172034
3197,3,310,구파발,2022-12,611870
3198,3,311,연신내(3),2022-12,1005277
3199,3,312,불광(3),2022-12,517228
3200,3,313,녹번,2022-12,411166
3201,3,314,홍제,2022-12,504112
3202,3,315,무악재,2022-12,123201
3203,3,316,독립문,2022-12,217164
3204,3,317,경복궁,2022-12,696644
3205,3,318,안국,2022-12,783363
3206,3,319,종로3가(3),2022-12,359533
3207,3,320,을지로3가(3),2022-12,321365
3208,3,322,동대입구,2022-12,310640
3209,3,323,약수(3),2022-12,377489
3210,3,324,금호,2022-12,220523
3211,3,325,옥수,2022-12,274894
3212,3,326,압구정,2022-12,1062660
3213,3,327,신사,2022-12,919499
3214,3,328,잠원,2022-12,137816
3215,3,329,고속터미널(3),2022-12,1481602
3216,3,330,교대(3),2022-12,272144
3217,3,331,남부터미널,2022-12,896057
3218,3,332,양재,2022-12,1166537
3219,3,333,매봉,2022-12,342568
3220,3,334,도곡,2022-12,154171
3221,3,335,대치,2022-12,325028
3222,3,336,학여울,2022-12,72788
3223,3,337,대청,2022-12,281989
3224,3,338,일원,2022-12,293026
3225,3,339,수서,2022-12,561767
3226,3,340,가락시장(3),2022-12,269721
3227,3,341,경찰병원,2022-12,216222
3228,3,342,오금(3),2022-12,165625
3229,4,409,당고개,2022-12,252992
3230,4,410,상계,2022-12,525062
3231,4,411,노원(4),2022-12,660709
3232,4,412,창동,2022-12,793865
3233,4,413,쌍문,2022-12,802419
3234,4,414,수유,2022-12,1029869
3235,4,415,미아,2022-12,430271
3236,4,416,미아사거리,2022-12,803271
3237,4,417,길음,2022-12,617425
3238,4,418,성신여대입구,2022-12,614861
3239,4,419,한성대입구,2022-12,399457
3240,4,420,혜화,2022-12,1128914
3241,4,421,동대문(4),2022-12,582292
3242,4,422,동대문역사문화공원(4),2022-12,464411
3243,4,423,충무로(4),2022-12,828878
3244,4,424,명동,2022-12,1004665
3245,4,425,회현,2022-12,826383
3246,4,426,서울역(4),2022-12,620760
3247,4,427,숙대입구,2022-12,409596
3248,4,428,삼각지(4),2022-12,217114
3249,4,429,신용산,2022-12,564655
3250,4,430,이촌,2022-12,316223
3251,4,431,동작,2022-12,55289
3252,4,432,이수(총신대입구),2022-12,615666
3253,4,433,사당(4),2022-12,733872
3254,4,434,남태령,2022-12,35368
3255,5,2511,방화,2022-12,192182
3256,5,2512,개화산,2022-12,158373
3257,5,2513,김포공항(5),2022-12,237028
3258,5,2514,송정,2022-12,182118
3259,5,2515,마곡,2022-12,309272
3260,5,2516,발산,2022-12,650595
3261,5,2517,우장산,2022-12,421452
3262,5,2518,화곡,2022-12,788744
3263,5,2519,까치산(5),2022-12,812586
3264,5,2520,신정,2022-12,330804
3265,5,2521,목동,2022-12,515412
3266,5,2522,오목교,2022-12,687830
3267,5,2523,양평(5),2022-12,206334
3268,5,2524,영등포구청(5),2022-12,122140
3269,5,2525,영등포시장,2022-12,332404
3270,5,2526,신길(5),2022-12,136414
3271,5,2527,여의도(5),2022-12,885396
3272,5,2528,여의나루,2022-12,438215
3273,5,2529,마포,2022-12,439106
3274,5,2530,공덕(5),2022-12,434778
3275,5,2531,애오개,2022-12,192362
3276,5,2532,충정로(5),2022-12,131264
3277,5,2533,서대문,2022-12,559090
3278,5,2534,광화문,2022-12,1034207
3279,5,2535,종로3가(5),2022-12,446676
3280,5,2536,을지로4가(5),2022-12,189406
3281,5,2537,동대문역사문화공원(5),2022-12,104481
3282,5,2538,청구(5),2022-12,106239
3283,5,2539,신금호,2022-12,195593
3284,5,2540,행당,2022-12,214407
3285,5,2541,왕십리(5),2022-12,165209
3286,5,2542,마장,2022-12,171834
3287,5,2543,답십리,2022-12,449531
3288,5,2544,장한평,2022-12,549890
3289,5,2545,군자(5),2022-12,384239
3290,5,2546,아차산,2022-12,420239
3291,5,2547,광나루,2022-12,378609
3292,5,2548,천호(5),2022-12,563693
3293,5,2549,강동,2022-12,523944
3294,5,2550,길동,2022-12,249196
3295,5,2551,굽은다리,2022-12,281284
3296,5,2552,명일,2022-12,265495
3297,5,2553,고덕,2022-12,283916
3298,5,2554,상일동,2022-12,403894
3299,5,2555,둔촌동,2022-12,260496
3300,5,2556,올림픽공원(5),2022-12,132009
3301,5,2557,방이,2022-12,220059
3302,5,2558,오금(5),2022-12,105807
3303,5,2559,개롱,2022-12,194672
3304,5,2560,거여,2022-12,283580
3305,5,2561,마천,2022-12,207731
3306,5,2562,강일,2022-12,139564
3307,5,2563,미사,2022-12,503753
3308,5,2564,하남풍산,2022-12,127670
3309,5,2565,하남시청,2022-12,213467
3310,5,2566,하남검단산,2022-12,187559
3311,6,2611,응암,2022-12,515132
3312,6,2612,역촌,2022-12,129574
3313,6,2613,불광(6),2022-12,127598
3314,6,2614,독바위,2022-12,84595
3315,6,2616,구산,2022-12,174045
3316,6,2617,새절,2022-12,349008
3317,6,2618,증산,2022-12,291716
3318,6,2619,디지털미디어시티(6),2022-12,452313
3319,6,2620,월드컵경기장,2022-12,141307
3320,6,2621,마포구청,2022-12,378235
3321,6,2622,망원,2022-12,468858
3322,6,2623,합정(6),2022-12,414623
3323,6,2624,상수,2022-12,356840
3324,6,2625,광흥창,2022-12,256224
3325,6,2626,대흥,2022-12,270613
3326,6,2627,공덕(6),2022-12,523429
3327,6,2628,효창공원앞,2022-12,196064
3328,6,2629,삼각지(6),2022-12,197047
3329,6,2630,녹사평,2022-12,155504
3330,6,2631,이태원,2022-12,329518
3331,6,2632,한강진,2022-12,305311
3332,6,2633,버티고개,2022-12,64301
3333,6,2634,약수(6),2022-12,108222
3334,6,2635,청구(6),2022-12,110060
3335,6,2636,신당(6),2022-12,260144
3336,6,2637,동묘앞(6),2022-12,250945
3337,6,2638,창신,2022-12,88349
3338,6,2639,보문,2022-12,207901
3339,6,2640,안암,2022-12,354633
3340,6,2641,고려대,2022-12,248808
3341,6,2642,월곡,2022-12,339954
3342,6,2643,상월곡,2022-12,173295
3343,6,2644,돌곶이,2022-12,271623
3344,6,2645,석계(6),2022-12,382823
3345,6,2646,태릉입구(6),2022-12,185756
3346,6,2647,화랑대,2022-12,270911
3347,6,2648,봉화산,2022-12,249768
3348,7,2711,장암,2022-12,30075
3349,7,2712,도봉산(7),2022-12,304075
3350,7,2713,수락산,2022-12,374384
3351,7,2714,마들,2022-12,358444
3352,7,2715,노원(7),2022-12,637091
3353,7,2716,중계,2022-12,383544
3354,7,2717,하계,2022-12,500360
3355,7,2718,공릉,2022-12,351898
3356,7,2719,태릉입구(7),2022-12,254233
3357,7,2720,먹골,2022-12,297650
3358,7,2721,중화,2022-12,307610
3359,7,2722,상봉(7),2022-12,488971
3360,7,2723,면목,2022-12,437059
3361,7,2724,사가정,2022-12,474541
3362,7,2725,용마산,2022-12,167216
3363,7,2726,중곡,2022-12,298734
3364,7,2727,군자(7),2022-12,354559
3365,7,2728,어린이대공원,2022-12,450683
3366,7,2729,건대입구(7),2022-12,439612
3367,7,2730,뚝섬유원지,2022-12,215866
3368,7,2731,청담,2022-12,616500
3369,7,2732,강남구청,2022-12,520134
3370,7,2733,학동,2022-12,693560
3371,7,2734,논현,2022-12,532122
3372,7,2735,반포,2022-12,178463
3373,7,2736,고속터미널(7),2022-12,421592
3374,7,2737,내방,2022-12,422376
3375,7,2738,이수(7),2022-12,463333
3376,7,2739,남성,2022-12,306893
3377,7,2740,숭실대입구,2022-12,389152
3378,7,2741,상도,2022-12,331879
3379,7,2742,장승배기,2022-12,262354
3380,7,2743,신대방삼거리,2022-12,417081
3381,7,2744,보라매,2022-12,219576
3382,7,2745,신풍,2022-12,326362
3383,7,2746,대림(7),2022-12,264522
3384,7,2747,남구로,2022-12,449477
3385,7,2748,가산디지털단지(7),2022-12,1164269
3386,7,2749,철산,2022-12,650544
3387,7,2750,광명사거리,2022-12,621413
3388,7,2751,천왕,2022-12,314666
3389,7,2752,온수(7),2022-12,274332
3390,8,2811,암사,2022-12,490845
3391,8,2812,천호(8),2022-12,521173
3392,8,2813,강동구청,2022-12,316430
3393,8,2814,몽촌토성,2022-12,196616
3394,8,2815,잠실(8),2022-12,618762
3395,8,2816,석촌(8),2022-12,274486
3396,8,2817,송파,2022-12,265399
3397,8,2818,가락시장(8),2022-12,266982
3398,8,2819,문정,2022-12,603233
3399,8,2820,장지,2022-12,498700
3400,8,2821,복정(8),2022-12,226940
3401,8,2822,산성,2022-12,153062
3402,8,2823,남한산성입구,2022-12,362245
3403,8,2824,단대오거리,2022-12,318538
3404,8,2825,신흥,2022-12,161308
3405,8,2826,수진,2022-12,149427
3406,8,2827,모란(8),2022-12,115364
3407,8,2828,남위례,2022-12,185606
3408,9,4126,언주,2022-12,57326
3409,9,4127,선정릉,2022-12,49342
3410,9,4128,삼성중앙,2022-12,41290
3411,9,4129,봉은사,2022-12,104712
3412,9,4130,종합운동장(9),2022-12,24132
3413,9,4131,삼전,2022-12,50872
3414,9,4132,석촌고분,2022-12,45030
3415,9,4133,석촌(9),2022-12,55644
3416,9,4134,송파나루,2022-12,48506
3417,9,4135,한성백제,2022-12,23233
3418,9,4136,올림픽공원(9),2022-12,50955
3419,9,4137,둔촌오륜,2022-12,10561
3420,9,4138,중앙보훈병원,2022-12,60826
